delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00963473053892216,0.0165688622754491,0.0157784431137725,0.0119760479041916,0.0115688622754491,0.00674850299401198,0.0120059880239521,0.0114910179640719,0.00904790419161677,0.00878443113772455
0.02,0.0297904191616766,0.0402455089820359,0.0383233532934132,0.0362694610778443,0.0346407185628742,0.0200778443113772,0.0281437125748503,0.0274850299401198,0.0282634730538922,0.0241556886227545
0.03,0.0742574850299401,0.0922814371257485,0.0766826347305389,0.0882874251497006,0.0859341317365269,0.051622754491018,0.0656706586826347,0.0557604790419162,0.0704191616766467,0.0623592814371258
0.04,0.156203592814371,0.180520958083832,0.141610778443114,0.177820359281437,0.175329341317365,0.114526946107784,0.135844311377246,0.107281437125748,0.148419161676647,0.133580838323353
0.05,0.264604790419162,0.290311377245509,0.220988023952096,0.294,0.289065868263473,0.205275449101796,0.231059880239521,0.173892215568862,0.254053892215569,0.232065868263473
0.06,0.395748502994012,0.423634730538922,0.324922155688623,0.429646706586826,0.42388622754491,0.324670658682635,0.353556886227545,0.267892215568862,0.382544910179641,0.357730538922156
0.07,0.523161676646707,0.550868263473054,0.433467065868263,0.558646706586826,0.550263473053892,0.448341317365269,0.478197604790419,0.370586826347305,0.509461077844311,0.48185628742515
0.08,0.636311377245509,0.655269461077844,0.528365269461078,0.670083832335329,0.659389221556886,0.564383233532934,0.587838323353294,0.465395209580838,0.624323353293413,0.594592814371258
0.09,0.729658682634731,0.743467065868264,0.617604790419162,0.760191616766467,0.748155688622755,0.666077844311377,0.684335329341317,0.557329341317365,0.719952095808383,0.691670658682635
0.1,0.804724550898204,0.811383233532934,0.691910179640719,0.831952095808383,0.818119760479042,0.750149700598802,0.761065868263473,0.638197604790419,0.797425149700599,0.770347305389222
